PLoS_One_ID	AGI	length	DM
At_F0123	AT3G57580.1	409	AO_FBX|3.8e-11|9-52
At_F0123	AT3G57580.1	409	F-box|6.9e-08|9-50
At_F0123	AT3G57580.1	409	FBA_3|4.1e-36|196-332
At_F0124	AT4G10740.1	428	AO_FBX|1.4e-09|3-48
At_F0124	AT4G10740.1	428	F-box|2.4e-08|4-49
At_F0124	AT4G10740.1	428	FBA_1|5.2e-50|215-393
At_F0125	AT3G18910.1	389	AO_FBX|6.2e-12|7-46
At_F0125	AT3G18910.1	389	F-box|6.4e-10|7-44
At_F0125	AT3G18910.1	389	DUF4976|0.18|163-186
At_F0125	AT3G18910.1	389	FBA_1|3.5e-48|206-373
At_F0126	AT3G22870.1	414	F-box|1.1e-08|4-45
At_F0126	AT3G22870.1	414	AO_FBX|3.1e-08|4-43
At_F0126	AT3G22870.1	414	FBA_1|5e-49|200-364
At_F0127	AT2G17310.1	371	AO_FBX|2.9e-11|2-45
At_F0127	AT2G17310.1	371	F-box|4.3e-08|3-37
At_F0127	AT2G17310.1	371	FBA_1|3e-35|199-361
At_F0127	AT2G17310.1	371	zf-ribbon_3|0.52|341-356
At_F0128	AT3G43710.1	379	AO_FBX|1.4e-08|26-70
At_F0128	AT3G43710.1	379	F-box|1.9e-06|26-67
At_F0128	AT3G43710.1	379	Kelch_1|3.6e-10|124-159
At_F0128	AT3G43710.1	379	Kelch_1|5.1e-11|165-209
At_F0129	AT3G18330.1	377	F-box|5.9e-08|1-43
At_F0129	AT3G18330.1	377	AO_FBX|9.3e-12|3-49
At_F0129	AT3G18330.1	377	Kelch_1|0.74|167-186
At_F0129	AT3G18330.1	377	FBA_1|3.2e-46|201-372
At_F0130	AT1G11620.1	364	AO_FBX|8.2e-13|5-48
At_F0130	AT1G11620.1	364	F-box|8.6e-10|5-46
At_F0130	AT1G11620.1	364	FBA_1|3.5e-24|202-338
At_F0131	AT1G30920.1	401	AO_FBX|1.5e-11|8-51
At_F0131	AT1G30920.1	401	F-box|1.5e-08|9-47
At_F0131	AT1G30920.1	401	FBA_3|2.8e-35|214-341
At_F0132	AT4G39550.1	393	AO_FBX|3.1e-09|25-69
At_F0132	AT4G39550.1	393	F-box|8.6e-07|25-68
At_F0132	AT4G39550.1	393	DUF5316|0.33|100-130
At_F0132	AT4G39550.1	393	Kelch_1|0.00042|141-181
At_F0132	AT4G39550.1	393	Kelch_1|2e-13|184-228
At_F0133	AT4G00315.1	442	AO_FBX|1.2e-12|4-44
At_F0133	AT4G00315.1	442	F-box|4.1e-07|4-39
At_F0133	AT4G00315.1	442	LRR_2|5e-09|156-181
At_F0133	AT4G00315.1	442	FBD|1.7e-17|364-408
At_F0134	AT2G18780.1	371	AO_FBX|2.2e-07|5-52
At_F0134	AT2G18780.1	371	F-box|1.4e-07|9-53
At_F0134	AT2G18780.1	371	FBA_1|2.9e-47|208-367
At_F0135	AT4G23580.1	384	AO_FBX|6.4e-07|14-59
At_F0135	AT4G23580.1	384	F-box|7.3e-07|15-60
At_F0135	AT4G23580.1	384	Kelch_1|8.7e-15|110-166
At_F0135	AT4G23580.1	384	Alba|0.66|127-161
At_F0135	AT4G23580.1	384	Kelch_1|3.9e-12|169-209
At_F0136	AT2G43260.2	434	AO_FBX|3.1e-11|23-68
At_F0136	AT2G43260.2	434	F-box|2.9e-09|27-63
At_F0136	AT2G43260.2	434	FBA_1|5.3e-06|224-340
At_F0137	AT3G17490.1	389	AO_FBX|4.2e-11|3-48
At_F0137	AT3G17490.1	389	F-box|1.3e-08|4-45
At_F0137	AT3G17490.1	389	FBA_1|1.4e-46|201-366
At_F0138	AT3G49450.1	401	AO_FBX|4.7e-13|35-76
At_F0138	AT3G49450.1	401	F-box|8.1e-08|35-73
At_F0138	AT3G49450.1	401	FBA_3|3e-27|237-360
At_F0139	AT4G33290.1	431	AO_FBX|1.7e-09|2-44
At_F0139	AT4G33290.1	431	F-box|1.4e-07|3-45
At_F0139	AT4G33290.1	431	FBA_1|1.4e-52|207-382
At_F0140	AT3G17560.1	414	F-box|2.9e-08|12-55
At_F0140	AT3G17560.1	414	AO_FBX|1.4e-09|14-56
At_F0140	AT3G17560.1	414	PQQ_2|0.2|103-141
At_F0140	AT3G17560.1	414	FBA_1|8.1e-47|248-410
At_F0141	AT4G02310.1	350	AO_FBX|1.2e-06|9-51
At_F0141	AT4G02310.1	350	F-box|2.3e-07|12-56
At_F0141	AT4G02310.1	350	Kelch_1|3.3e-06|145-190
At_F0142	AT5G38390.1	457	AO_FBX|7.5e-11|2-43
At_F0142	AT5G38390.1	457	F-box|1.3e-07|3-39
At_F0142	AT5G38390.1	457	LRR_2|0.17|146-170
At_F0142	AT5G38390.1	457	PHA-1|0.11|178-213
At_F0142	AT5G38390.1	457	FBD|0.00016|378-409
At_F0143	AT2G41360.1	374	AO_FBX|8.8e-09|8-56
At_F0143	AT2G41360.1	374	F-box|6.6e-07|10-54
At_F0143	AT2G41360.1	374	Kelch_6|0.093|108-143
At_F0144	AT3G58950.1	418	AO_FBX|2.2e-12|2-42
At_F0144	AT3G58950.1	418	F-box|1.8e-08|3-36
At_F0144	AT3G58950.1	418	LRR_2|0.05|105-129
At_F0144	AT3G58950.1	418	FBD|0.00066|334-366
At_F0145	AT3G08750.1	370	F-box|4.1e-08|9-48
At_F0145	AT3G08750.1	370	AO_FBX|4.8e-08|9-52
At_F0145	AT3G08750.1	370	Rhv|0.29|169-214
At_F0145	AT3G08750.1	370	FBA_1|3.8e-34|198-364
At_F0146	AT4G19865.1	394	AO_FBX|3.4e-08|23-75
At_F0146	AT4G19865.1	394	F-box|3.6e-07|28-72
At_F0146	AT4G19865.1	394	Kelch_1|6.5e-05|141-177
At_F0146	AT4G19865.1	394	Kelch_1|3.5e-09|185-222
At_F0146	AT4G19865.1	394	HPIP_like|0.015|185-207
At_F0147	AT4G19940.1	412	AO_FBX|6.2e-11|30-77
At_F0147	AT4G19940.1	412	F-box|6.2e-07|31-71
At_F0147	AT4G19940.1	412	FBA_3|2.4e-27|244-362
At_F0148	AT5G53840.1	445	AO_FBX|1.2e-12|18-65
At_F0148	AT5G53840.1	445	F-box|6.5e-08|20-55
At_F0148	AT5G53840.1	445	LRR_2|1.8e-05|163-188
At_F0148	AT5G53840.1	445	PCuAC|0.27|193-243
At_F0148	AT5G53840.1	445	FBD|4.1e-14|364-406
At_F0149	AT1G32420.1	303	AO_FBX|6.2e-11|36-76
At_F0149	AT1G32420.1	303	F-box|1e-07|36-78
At_F0149	AT1G32420.1	303	Keratin_matx|0.14|122-173
At_F0149	AT1G32420.1	303	FBA_3|6.2e-25|226-301
At_F0150	AT3G16555.1	350	AO_FBX|1.9e-10|4-36
At_F0150	AT3G16555.1	350	F-box|2.1e-08|4-41
At_F0150	AT3G16555.1	350	FBA_1|2.3e-38|181-342
At_F0151	AT3G24580.1	379	AO_FBX|8.1e-09|3-48
At_F0151	AT3G24580.1	379	F-box|1.1e-08|3-43
At_F0151	AT3G24580.1	379	FBA_1|3.3e-59|207-374
At_F0152	AT5G48990.1	373	AO_FBX|2.2e-09|18-61
At_F0152	AT5G48990.1	373	F-box|2.8e-08|18-60
At_F0152	AT5G48990.1	373	Kelch_1|0.061|143-158
At_F0152	AT5G48990.1	373	Kelch_1|4.9e-05|181-207
At_F0153	AT1G22040.1	476	AO_FBX|4.3e-09|40-85
At_F0153	AT1G22040.1	476	F-box-like|3.8e-08|44-84
At_F0153	AT1G22040.1	476	Kelch_1|0.72|111-127
At_F0153	AT1G22040.1	476	Kelch_1|3.3e-12|170-214
At_F0153	AT1G22040.1	476	Kelch_1|1.7e-12|217-266
At_F0153	AT1G22040.1	476	Kelch_1|0.012|314-328
At_F0153	AT1G22040.1	476	BBS2_Mid|0.028|358-378
At_F0154	AT1G70960.1	370	AO_FBX|7.5e-08|4-49
At_F0154	AT1G70960.1	370	F-box|2.2e-07|5-45
At_F0154	AT1G70960.1	370	FBA_3|3.4e-21|209-323
At_F0155	AT2G44630.1	373	AO_FBX|9.6e-09|21-69
At_F0155	AT2G44630.1	373	F-box|1.3e-07|22-68
At_F0155	AT2G44630.1	373	Kelch_1|7.6e-10|132-168
At_F0155	AT2G44630.1	373	Kelch_1|5.7e-07|171-210
At_F0156	AT3G20030.1	403	AO_FBX|5.4e-11|3-44
At_F0156	AT3G20030.1	403	F-box|1e-09|4-42
At_F0156	AT3G20030.1	403	FBA_1|1.1e-53|203-385
At_F0157	AT4G17565.1	379	F-box|2.2e-10|16-61
At_F0157	AT4G17565.1	379	AO_FBX|8.6e-10|16-57
At_F0157	AT4G17565.1	379	DUF295|1.5e-08|297-348
At_F0158	AT3G18980.1	416	F-box|2e-08|1-43
At_F0158	AT3G18980.1	416	AO_FBX|4.6e-12|2-49
At_F0158	AT3G18980.1	416	DUF1266|0.089|142-167
At_F0158	AT3G18980.1	416	TcpS|0.16|158-216
At_F0158	AT3G18980.1	416	FBA_1|4.8e-42|214-398
At_F0159	AT1G53790.2	462	AO_FBX|3e-11|77-122
At_F0159	AT1G53790.2	462	F-box|8.1e-09|82-122
At_F0159	AT1G53790.2	462	FBA_3|1e-34|279-405
At_F0159	AT1G53790.2	462	Proteasome_A_N|0.00034|447-461
At_F0160	AT1G70380.1	378	AO_FBX|3.4e-09|5-50
At_F0160	AT1G70380.1	378	F-box|1.9e-07|11-45
At_F0160	AT1G70380.1	378	FBA_3|1.1e-25|215-337
At_F0161	AT2G02240.1	321	AO_FBX|6.3e-10|58-106
At_F0161	AT2G02240.1	321	F-box|2.1e-07|60-104
At_F0161	AT2G02240.1	321	PP2|5.3e-55|151-316
At_F0162	AT4G39600.2	379	AO_FBX|9.9e-09|26-70
At_F0162	AT4G39600.2	379	F-box|2e-06|27-69
At_F0162	AT4G39600.2	379	Kelch_1|0.0089|131-171
At_F0162	AT4G39600.2	379	Kelch_6|0.0031|179-213
At_F0163	AT5G39560.1	404	AO_FBX|6.6e-08|24-73
At_F0163	AT5G39560.1	404	F-box|3.7e-08|28-72
At_F0163	AT5G39560.1	404	Kelch_1|1.9e-12|130-168
At_F0163	AT5G39560.1	404	Kelch_1|1.2e-10|171-215
At_F0165	AT5G62660.1	380	AO_FBX|1.2e-11|39-82
At_F0165	AT5G62660.1	380	F-box|1.1e-06|40-74
At_F0165	AT5G62660.1	380	FBA_3|1.8e-34|245-369
At_F0166	AT1G67130.1	392	AO_FBX|7.4e-12|6-50
At_F0166	AT1G67130.1	392	F-box|1.9e-07|6-49
At_F0166	AT1G67130.1	392	FBA_3|1e-09|174-208
At_F0166	AT1G67130.1	392	FBA_3|7.3e-08|209-260
At_F0167	AT1G70390.1	333	AO_FBX|1.5e-06|4-45
At_F0167	AT1G70390.1	333	F-box|7.2e-07|5-47
At_F0167	AT1G70390.1	333	FBA_3|2.6e-30|164-281
At_F0168	AT3G42770.1	533	AO_FBX|4e-11|2-45
At_F0168	AT3G42770.1	533	F-box-like|7.7e-08|2-35
At_F0168	AT3G42770.1	533	LRR_2|0.007|160-184
At_F0168	AT3G42770.1	533	LRR_2|0.00094|434-459
At_F0169	AT4G05497.1	247	AO_FBX|2.6e-10|18-66
At_F0169	AT4G05497.1	247	F-box-like|1.3e-10|21-68
At_F0169	AT4G05497.1	247	Gypsy|0.16|113-174
At_F0169	AT4G05497.1	247	LRR_4|0.033|200-235
At_F0170	AT4G11750.1	387	AO_FBX|2e-07|8-50
At_F0170	AT4G11750.1	387	F-box|2.8e-06|11-48
At_F0170	AT4G11750.1	387	XRCC1_N|0.089|94-153
At_F0170	AT4G11750.1	387	Kelch_2|0.016|134-171
At_F0170	AT4G11750.1	387	Kelch_1|1.1e-07|183-219
At_F0170	AT4G11750.1	387	Kelch_2|0.0041|271-304
At_F0171	AT5G62060.1	304	AO_FBX|3.7e-10|32-72
At_F0171	AT5G62060.1	304	F-box|6e-07|32-73
At_F0171	AT5G62060.1	304	FBA_3|1.1e-26|194-273
At_F0172	AT1G11270.2	313	F-box|6.4e-07|34-70
At_F0172	AT1G11270.2	313	AO_FBX|1.2e-09|35-74
At_F0172	AT1G11270.2	313	Kelch_1|0.78|206-221
At_F0172	AT1G11270.2	313	FBA_1|9.5e-05|236-292
At_F0172	AT1G11270.2	313	Cu-oxidase_2|0.26|236-270
At_F0173	AT1G46840.1	476	Cnd3|0.11|7-56
At_F0173	AT1G46840.1	476	AO_FBX|1.7e-10|28-73
At_F0173	AT1G46840.1	476	F-box|9.7e-07|31-70
At_F0173	AT1G46840.1	476	FBA_3|3.9e-29|231-343
At_F0174	AT3G21130.1	368	AO_FBX|6.4e-10|10-51
At_F0174	AT3G21130.1	368	F-box|1.1e-08|10-50
At_F0174	AT3G21130.1	368	FBA_1|1.3e-29|210-359
At_F0175	AT1G12870.1	417	AO_FBX|2.6e-11|31-75
At_F0175	AT1G12870.1	417	F-box|8.4e-07|31-69
At_F0175	AT1G12870.1	417	FBA_1|3.7e-05|242-339
At_F0176	AT4G13985.1	460	AO_FBX|4.1e-12|18-61
At_F0176	AT4G13985.1	460	F-box|2.3e-08|22-56
At_F0176	AT4G13985.1	460	LRR_2|3.1e-06|177-202
At_F0176	AT4G13985.1	460	FBD|4.8e-11|384-427
At_F0177	AT5G51000.1	379	AO_FBX|1.4e-10|2-47
At_F0177	AT5G51000.1	379	F-box|2.7e-08|3-46
At_F0177	AT5G51000.1	379	FBA_1|4.8e-50|203-356
At_F0178	AT3G44120.1	385	F-box|9e-09|1-43
At_F0178	AT3G44120.1	385	AO_FBX|5e-11|2-47
At_F0178	AT3G44120.1	385	FBA_1|1.5e-41|203-369
At_F0179	AT5G56810.1	436	AO_FBX|5e-13|13-57
At_F0179	AT5G56810.1	436	F-box|9.4e-07|16-54
At_F0179	AT5G56810.1	436	LRR_2|6e-08|165-190
At_F0179	AT5G56810.1	436	DUF4270|0.05|210-312
At_F0179	AT5G56810.1	436	FBD|6e-18|357-402
At_F0180	AT4G33900.1	380	AO_FBX|1.3e-06|7-55
At_F0180	AT4G33900.1	380	F-box|8.2e-07|12-56
At_F0180	AT4G33900.1	380	Kelch_1|6.4e-18|105-162
At_F0180	AT4G33900.1	380	Kelch_1|2.9e-12|164-205
At_F0181	AT5G15620.1	441	AO_FBX|1.2e-07|2-44
At_F0181	AT5G15620.1	441	F-box|6.1e-07|3-43
At_F0181	AT5G15620.1	441	Imm75|0.19|139-217
At_F0181	AT5G15620.1	441	LRR_2|1.1e-08|145-172
At_F0182	AT5G26960.1	414	TMEM71|0.19|29-84
At_F0182	AT5G26960.1	414	AO_FBX|1e-13|40-89
At_F0182	AT5G26960.1	414	F-box|7.3e-08|43-85
At_F0182	AT5G26960.1	414	Kelch_1|3.2e-08|180-221
At_F0182	AT5G26960.1	414	Kelch_3|0.061|239-293
At_F0182	AT5G26960.1	414	FTCD_C|0.42|278-296
At_F0182	AT5G26960.1	414	Kelch_1|0.88|383-400
At_F0183	AT5G49000.2	373	AO_FBX|1.5e-07|23-67
At_F0183	AT5G49000.2	373	F-box|1.6e-06|23-65
At_F0183	AT5G49000.2	373	Kelch_1|1.2e-11|123-164
At_F0183	AT5G49000.2	373	Kelch_1|8.6e-09|167-206
At_F0184	AT5G50220.1	358	AO_FBX|7.4e-09|33-72
At_F0184	AT5G50220.1	358	F-box|5.6e-07|33-73
At_F0184	AT5G50220.1	358	FBA_3|1.4e-27|201-305
At_F0185	AT1G19930.1	345	F-box|1.4e-07|11-54
At_F0185	AT1G19930.1	345	AO_FBX|1.2e-08|13-56
At_F0185	AT1G19930.1	345	Kelch_1|5.6e-08|112-155
At_F0185	AT1G19930.1	345	Kelch_1|0.087|160-177
At_F0185	AT1G19930.1	345	Kelch_2|0.058|190-217
At_F0185	AT1G19930.1	345	AP2|0.71|201-214
At_F0186	AT3G52320.1	391	AO_FBX|4.5e-12|25-68
At_F0186	AT3G52320.1	391	F-box|2e-07|25-67
At_F0186	AT3G52320.1	391	FBA_3|3.1e-26|224-338
At_F0187	AT3G58900.4	466	AO_FBX|5.1e-12|2-49
At_F0187	AT3G58900.4	466	F-box|2.4e-07|3-38
At_F0187	AT3G58900.4	466	LRR_2|0.0012|159-183
At_F0187	AT3G58900.4	466	FBD|0.00078|391-423
At_F0188	AT4G09190.1	384	AO_FBX|1.6e-09|21-59
At_F0188	AT4G09190.1	384	F-box|1.1e-07|22-58
At_F0188	AT4G09190.1	384	FBA_3|9.5e-28|209-318
At_F0189	AT5G03000.1	355	AO_FBX|1.6e-06|34-82
At_F0189	AT5G03000.1	355	F-box|1.6e-06|40-81
At_F0189	AT5G03000.1	355	Kelch_1|2.1e-09|135-175
At_F0189	AT5G03000.1	355	Kelch_1|9.7e-13|178-218
At_F0190	AT5G15710.2	449	AO_FBX|1.5e-10|104-149
At_F0190	AT5G15710.2	449	F-box|3.3e-07|104-145
At_F0190	AT5G15710.2	449	Kelch_6|0.0099|190-233
At_F0190	AT5G15710.2	449	HARP|0.49|262-279
At_F0191	AT1G55660.1	493	AO_FBX|1.7e-11|53-95
At_F0191	AT1G55660.1	493	F-box|1.6e-06|54-90
At_F0191	AT1G55660.1	493	LRR_2|1.5e-07|207-232
At_F0191	AT1G55660.1	493	FBD|2.4e-16|415-459
At_F0192	AT4G38870.1	427	AO_FBX|2.1e-09|52-94
At_F0192	AT4G38870.1	427	F-box|2.3e-07|53-92
At_F0192	AT4G38870.1	427	FBA_3|8.9e-32|257-380
At_F0193	AT5G28180.1	353	F-box|1.7e-07|36-72
At_F0193	AT5G28180.1	353	AO_FBX|4.8e-07|36-73
At_F0193	AT5G28180.1	353	Kelch_1|2e-11|193-229
At_F0194	AT3G06240.1	428	AO_FBX|9.6e-11|35-78
At_F0194	AT3G06240.1	428	F-box|5.6e-07|36-70
At_F0194	AT3G06240.1	428	FBA_1|1.7e-08|268-379
At_F0195	AT3G13680.1	396	AO_FBX|5.6e-09|2-40
At_F0195	AT3G13680.1	396	F-box|1.2e-08|5-41
At_F0195	AT3G13680.1	396	FBA_1|3.2e-53|198-379
At_F0196	AT3G25460.1	362	AO_FBX|1.9e-12|3-48
At_F0196	AT3G25460.1	362	F-box|2.7e-08|4-47
At_F0196	AT3G25460.1	362	FBA_1|5.9e-45|196-352
At_F0197	AT1G16940.1	435	AO_FBX|8.3e-11|13-52
At_F0197	AT1G16940.1	435	F-box-like|6.4e-07|13-47
At_F0197	AT1G16940.1	435	LRR_2|0.0018|155-180
At_F0197	AT1G16940.1	435	LRR_8|0.16|205-251
At_F0197	AT1G16940.1	435	FBD|3e-13|341-383
At_F0198	AT1G58090.1	372	AO_FBX|5.6e-11|6-45
At_F0198	AT1G58090.1	372	F-box|3.7e-08|6-43
At_F0198	AT1G58090.1	372	FBA_1|2.4e-36|197-366
At_F0199	AT2G05970.1	378	AO_FBX|5.6e-10|8-49
At_F0199	AT2G05970.1	378	F-box|2.7e-09|9-50
At_F0199	AT2G05970.1	378	DUF295|1.9e-07|293-344
At_F0200	AT2G33655.1	151	F-box|2.9e-08|3-42
At_F0200	AT2G33655.1	151	AO_FBX|4.2e-10|4-39
At_F0200	AT2G33655.1	151	FBA_1|7.4e-11|108-149
At_F0201	AT3G59610.1	522	AO_FBX|7.4e-11|7-49
At_F0201	AT3G59610.1	522	F-box|6.9e-07|7-45
At_F0201	AT3G59610.1	522	FBA_1|9.2e-36|189-355
At_F0201	AT3G59610.1	522	Jacalin|1.2e-23|393-519
At_F0202	AT5G39450.1	580	F-box|4.7e-07|19-60
At_F0202	AT5G39450.1	580	AO_FBX|8.2e-05|19-60
At_F0203	AT2G20380.1	349	AO_FBX|1.3e-08|17-61
At_F0203	AT2G20380.1	349	F-box|1.2e-07|19-61
At_F0203	AT2G20380.1	349	Kelch_6|0.00012|118-162
At_F0204	AT5G56400.1	456	AO_FBX|1.5e-13|33-81
At_F0204	AT5G56400.1	456	F-box|7.9e-09|34-74
At_F0204	AT5G56400.1	456	LRR_2|8.2e-10|182-207
At_F0204	AT5G56400.1	456	FBD|1.5e-17|375-420
At_F0205	AT3G06570.1	391	AO_FBX|1e-10|23-70
At_F0205	AT3G06570.1	391	F-box|1.4e-06|25-67
At_F0205	AT3G06570.1	391	Kelch_6|0.0002|131-169
At_F0205	AT3G06570.1	391	Kelch_2|3.2e-05|176-216
At_F0206	AT3G16590.1	375	F-box|2.5e-06|4-41
At_F0206	AT3G16590.1	375	AO_FBX|1e-09|5-46
At_F0206	AT3G16590.1	375	FBA_1|1.9e-41|202-367
At_F0207	AT4G33160.2	519	F-box|4.3e-08|126-167
At_F0207	AT4G33160.2	519	AO_FBX|1.3e-09|128-167
At_F0208	AT5G02920.1	259	AO_FBX|5.4e-13|26-71
At_F0208	AT5G02920.1	259	F-box|4.8e-08|29-66
At_F0208	AT5G02920.1	259	LRR_2|0.021|169-193
At_F0209	AT1G09650.1	383	AO_FBX|2.1e-10|9-54
At_F0209	AT1G09650.1	383	F-box|6.3e-07|12-47
At_F0209	AT1G09650.1	383	Kelch_1|0.076|196-212
At_F0209	AT1G09650.1	383	FBA_1|2.7e-12|225-377
At_F0210	AT3G47020.1	314	AO_FBX|4.9e-10|21-63
At_F0210	AT3G47020.1	314	F-box|2e-07|22-51
At_F0210	AT3G47020.1	314	FBA_3|4.3e-09|187-269
At_F0211	AT5G45360.1	317	F-box-like|1.2e-10|73-116
At_F0211	AT5G45360.1	317	AO_FBX|2.7e-08|73-119
At_F0211	AT5G45360.1	317	Herpes_UL92|0.00045|216-262
At_F0212	AT1G47765.1	386	AO_FBX|5.4e-13|24-66
At_F0212	AT1G47765.1	386	F-box|6.4e-08|24-62
At_F0212	AT1G47765.1	386	FBA_3|1e-35|212-331
At_F0213	AT2G29830.1	384	F-box|6.4e-06|29-71
At_F0213	AT2G29830.1	384	AO_FBX|1.8e-06|32-73
At_F0213	AT2G29830.1	384	Kelch_1|1.1e-13|119-164
At_F0213	AT2G29830.1	384	Kelch_1|6.9e-12|167-209
At_F0213	AT2G29830.1	384	Kelch_6|0.45|318-342
At_F0214	AT4G05460.1	303	AO_FBX|2e-08|17-65
At_F0214	AT4G05460.1	303	F-box-like|5.2e-10|19-64
At_F0214	AT4G05460.1	303	LRR_4|0.00035|192-236
At_F0215	AT5G25860.1	449	AO_FBX|6.2e-10|11-49
At_F0215	AT5G25860.1	449	F-box-like|5.4e-08|16-47
At_F0215	AT5G25860.1	449	LRR_2|0.0077|181-205
At_F0216	AT5G18160.1	380	AO_FBX|5.1e-11|32-76
At_F0216	AT5G18160.1	380	F-box|1.3e-06|33-72
At_F0216	AT5G18160.1	380	FBA_3|2.1e-26|215-329
At_F0217	AT2G02310.1	308	AO_FBX|6e-09|40-90
At_F0217	AT2G02310.1	308	F-box|8.6e-08|44-88
At_F0217	AT2G02310.1	308	PP2|3e-38|135-303
At_F0218	AT4G14103.2	444	AO_FBX|1e-12|7-55
At_F0218	AT4G14103.2	444	F-box|9e-07|10-43
At_F0218	AT4G14103.2	444	LRR_2|0.00022|161-187
At_F0218	AT4G14103.2	444	LRR_4|0.31|295-333
At_F0219	AT2G16450.1	428	AO_FBX|4.9e-11|9-47
At_F0219	AT2G16450.1	428	F-box|2.5e-06|9-46
At_F0219	AT2G16450.1	428	FBA_3|1e-25|213-365
At_F0219	AT2G16450.1	428	Zap1_zf2|0.45|389-401
At_F0220	AT5G42350.1	564	AO_FBX|5.5e-09|135-177
At_F0220	AT5G42350.1	564	F-box|7e-08|135-171
At_F0220	AT5G42350.1	564	Tn7_TnsC_Int|0.12|207-234
At_F0220	AT5G42350.1	564	Kelch_6|8.1e-06|224-272
At_F0220	AT5G42350.1	564	Kelch_1|0.00013|357-388
At_F0221	AT5G42360.1	564	AO_FBX|5.5e-09|135-177
At_F0221	AT5G42360.1	564	F-box|7e-08|135-171
At_F0221	AT5G42360.1	564	Tn7_TnsC_Int|0.12|207-234
At_F0221	AT5G42360.1	564	Kelch_6|8.1e-06|224-272
At_F0221	AT5G42360.1	564	Kelch_1|0.00027|363-388
At_F0222	AT1G32660.1	447	AO_FBX|9.7e-10|55-104
At_F0222	AT1G32660.1	447	F-box|1.2e-06|60-97
At_F0222	AT1G32660.1	447	FBA_3|3.3e-35|255-379
At_F0223	AT3G58980.1	595	AO_FBX|4.1e-10|2-39
At_F0223	AT3G58980.1	595	F-box|6.3e-07|3-38
At_F0223	AT3G58980.1	595	LRR_2|0.00083|153-179
At_F0223	AT3G58980.1	595	FBD|0.062|381-405
At_F0223	AT3G58980.1	595	LRR_2|5.1e-07|452-480
At_F0224	AT2G42720.1	444	AO_FBX|4.3e-11|2-44
At_F0224	AT2G42720.1	444	F-box|9e-08|3-37
At_F0224	AT2G42720.1	444	LRR_2|8.5e-07|159-185
At_F0225	AT3G50080.1	523	AO_FBX|6.5e-10|38-74
At_F0225	AT3G50080.1	523	F-box|4.5e-08|43-81
At_F0225	AT3G50080.1	523	LRR_5|0.37|256-364
At_F0225	AT3G50080.1	523	LRR_6|0.83|385-407
At_F0226	AT3G22421.1	429	AO_FBX|1.2e-09|5-47
At_F0226	AT3G22421.1	429	F-box|1.2e-06|6-44
At_F0226	AT3G22421.1	429	FBA_1|7e-49|214-376
At_F0227	AT4G39580.1	376	AO_FBX|3.2e-08|18-67
At_F0227	AT4G39580.1	376	F-box|1e-05|26-66
At_F0227	AT4G39580.1	376	Kelch_1|4.9e-09|125-165
At_F0227	AT4G39580.1	376	Kelch_1|3.6e-14|167-211
At_F0228	AT2G26850.1	372	F-box|1.4e-07|60-105
At_F0228	AT2G26850.1	372	AO_FBX|5.7e-06|63-110
At_F0229	AT1G31090.1	312	AO_FBX|3.8e-09|8-51
At_F0229	AT1G31090.1	312	F-box|1.3e-06|9-47
At_F0229	AT1G31090.1	312	FBA_3|2.3e-09|158-234
At_F0230	AT3G24760.2	384	AO_FBX|3.8e-09|10-52
At_F0230	AT3G24760.2	384	F-box|8.2e-08|12-52
At_F0230	AT3G24760.2	384	Kelch_6|0.074|152-191
At_F0231	AT3G50710.1	428	AO_FBX|1.9e-11|2-49
At_F0231	AT3G50710.1	428	F-box|5.5e-08|3-39
At_F0231	AT3G50710.1	428	DUF4773|0.023|141-199
At_F0231	AT3G50710.1	428	LRR_2|7.3e-07|155-180
At_F0231	AT3G50710.1	428	FBD|7.2e-17|348-393
At_F0232	AT4G25710.1	391	AO_FBX|1.8e-08|26-72
At_F0232	AT4G25710.1	391	F-box|3.9e-06|28-68
At_F0232	AT4G25710.1	391	Kelch_1|6.1e-06|155-177
At_F0232	AT4G25710.1	391	Kelch_2|4.3e-05|181-224
At_F0233	AT3G18340.1	362	AO_FBX|9.4e-10|6-42
At_F0233	AT3G18340.1	362	F-box|4.6e-08|6-36
At_F0233	AT3G18340.1	362	FBA_1|2.2e-36|188-348
At_F0234	AT4G24210.1	152	FTH|0.0075|16-82
At_F0234	AT4G24210.1	152	F-box|9.7e-07|32-76
At_F0234	AT4G24210.1	152	AO_FBX|1.8e-06|32-77
At_F0235	AT1G55070.1	394	AO_FBX|1.6e-09|32-71
At_F0235	AT1G55070.1	394	F-box|1.4e-06|32-70
At_F0235	AT1G55070.1	394	FBA_3|5.1e-28|236-344
At_F0236	AT1G78750.2	459	AO_FBX|1.6e-10|18-65
At_F0236	AT1G78750.2	459	F-box|2e-07|19-56
At_F0236	AT1G78750.2	459	LRR_2|3e-07|175-200
At_F0236	AT1G78750.2	459	FBD|4.3e-15|383-426
At_F0237	AT1G60400.1	404	AO_FBX|9.6e-12|13-56
At_F0237	AT1G60400.1	404	F-box|2.4e-06|16-52
At_F0237	AT1G60400.1	404	LRR_2|0.0013|166-189
At_F0238	AT1G78760.1	453	AO_FBX|7.8e-11|15-57
At_F0238	AT1G78760.1	453	F-box|1.6e-06|17-53
At_F0238	AT1G78760.1	453	LRR_2|0.0038|167-189
