	agi	group	Publications	EST	cDNA	Intron	Total_TDNA	TDNA_100upstream	TDNA_First_half_intron	TDNA_First_half_exon	TDNA_Last_half_intron	TDNA_Last_half_exon	kaks	ks	neutral	cdms_rate	fbxd_evalue	fbxd_str	fbxd_end	length	Kelch	FBA	LRR	FBD	fbx_exp_mean	fbx_exp_median	fbx_exp_max	fbx_exp_cv
At_F0344	AT3G52680	4	0	24	3	3	7	1	0	2	0	4	0.5663	0.2747	0	0.437636761	4.60E-07	22	59	457	0	0	1	1	5.615601953	5.4	126.7	0.86279322
At_F0555	AT5G67140	3	3	17	4	4	5	0	1	4	0	0	0.1363	0.6495	0	0	8.00E-07	7	43	229	0	0	0	0	14.29797688	11.6	259.5	0.866275713
At_F0435	AT5G18780	3	3	3	1	2	8	0	0	5	0	3	0.5717	0.2523	0	0.452488688	5.40E-12	10	54	442	0	0	1	1	10.06673311	7.9	147.7	0.866785013
At_F0570	AT4G03190	1	21	61	5	2	9	0	0	3	0	6	0.2031	0.6051	0	0.511945392	0.00023	6	34	586	0	0	0	0	25.97533386	23.9	637.6	0.87316641
At_F0507	AT5G38590	3	2	14	3	2	8	0	0	6	1	1	0.6682	0.3603	0	0.486618005	9.80E-09	2	44	411	0	0	1	1	9.285324895	8.95	584.2	0.873306259
At_F0316	AT1G51370	3	1	9	3	2	23	0	0	21	0	2	0.9676	0.1484	1	0.458715596	9.40E-07	20	58	436	0	0	1	1	6.204305362	5.7	330.6	0.877989496
At_F0240	AT3G58820	3	1	4	0	4	8	0	1	5	1	1	0.4503	0.1772	0	0.241545894	4.00E-11	3	45	414	0	0	0	1	5.410688659	4.8	128.5	0.884119002
At_F0506	AT3G58930	3	2	13	2	2	10	2	0	5	1	2	0.5109	0.3118	0	0.414078675	6.90E-05	4	41	483	0	0	1	1	7.636241778	6.7	283.6	0.885049169
At_F0030	AT4G39570	3	3	27	6	0	8	2	0	2	0	4	0.5033	0.2065	0	0.757575758	5.70E-11	29	77	396	2	0	0	0	12.80278055	11.7	770.8	0.889518048
At_F0232	AT4G25710	3	3	20	2	0	16	1	0	13	0	2	1.1841	0.1535	1	0.511508951	3.90E-06	28	68	391	2	0	0	0	17.83844927	15	875.8	0.891694593
At_F0360	AT2G02230	3	7	15	3	2	13	2	0	10	0	1	0.297	0.5503	0	0.296735905	8.50E-06	32	74	337	0	0	0	0	18.36798385	15.6	397.9	0.89614547
At_F0286	AT2G41170	3	2	10	4	4	12	0	0	8	1	3	0.3644	0.468	0	0	7.70E-07	57	102	405	0	0	0	0	13.70463923	11.6	151.3	0.902364875
At_F0588	AT4G29420	3	1	5	4	1	5	0	0	4	0	1	0.3131	0.6439	0	0	1.20E-07	1	41	447	0	0	0	0	10.28602751	9.8	741.3	0.907611841
At_F0162	AT4G39600	3	1	1	0	0	5	1	0	3	0	1	0.8234	0.1991	1	0.527704485	9.90E-09	26	70	379	2	0	0	0	4.138025713	3.5	131.6	0.913844465
At_F0611	AT4G02760	3	1	12	1	11	16	0	1	0	9	6	0.6024	0.3288	0	0	0.0012	121	161	552	0	0	0	0	7.841713175	6.2	278.4	0.915496295
At_F0490	AT4G09920	4	0	3	0	1	9	0	0	7	0	2	0.6702	0.2722	0	0.630914826	9.00E-09	2	40	317	0	0	1	0	2.472852302	2	39.5	0.938321481
At_F0500	AT1G23390	1	10	168	9	0	16	4	0	10	0	2	0.3169	0.7025	0	0.506329114	4.20E-05	23	51	395	0	0	0	0	52.61885091	45.1	4220.7	0.940044681
At_F0650	AT1G26930	3	6	33	3	0	7	0	0	3	0	4	0.1822	0.6712	0	1.184834123	0.57	83	111	422	5	0	0	0	16.64348216	12.8	376.2	0.946603022
At_F0596	AT1G25211	3	1	63	0	0	15	3	0	8	0	4	0.6311	0.0974	0	0.230414747	2.40E-06	23	64	434	0	1	0	0	3.732295196	3.4	176.1	0.947698253
At_F0119	AT3G26922	4	0	4	0	1	3	0	2	0	0	1	0.6102	0.359	0	0.325732899	5.20E-14	13	60	307	0	0	1	0	4.259128962	3.5	89.1	0.95450635
At_F0627	AT5G52120	3	5	15	3	2	12	0	4	2	4	2	0.241	0.5567	0	0.342465753	0.045	23	62	292	0	0	0	0	9.453717361	7.5	166	0.962803257
At_F0564	AT1G80440	1	13	222	7	0	17	0	0	10	0	7	0.2543	0.4185	0	0.845070423	5.90E-05	4	44	355	3	0	0	0	45.7494718	36.9	2102.4	0.967883467
At_F0406	AT3G03030	3	1	8	2	2	11	0	0	2	1	8	0.5088	0.3269	0	0.421052632	6.80E-09	3	49	475	0	0	1	1	7.047737692	5.6	236.9	0.973014985
At_F0301	AT5G65850	3	2	0	3	0	27	10	0	8	0	9	0.5326	0.3417	0	0.254452926	7.70E-09	35	76	393	0	1	0	0	3.885912896	3.2	117.5	0.975866119
At_F0254	AT5G07610	3	2	5	0	0	5	0	0	2	0	3	0.2281	0.0878	0	0.475059382	5.20E-08	35	70	421	0	1	0	0	10.02524915	9.1	349.3	0.981027466
At_F0260	AT1G19070	3	2	8	2	0	2	0	0	1	0	1	0.283	0.3237	0	0	2.60E-07	4	37	84	0	0	0	0	6.857275264	6.1	324.9	0.986277767
At_F0024	AT4G38940	3	4	34	5	0	4	1	0	1	0	2	0.4751	0.3843	0	1.078167116	4.60E-08	21	64	371	2	0	0	0	13.8780297	11.2	726.7	0.997169171
At_F0431	AT2G43445	4	0	22	2	1	9	2	0	0	0	7	0.4456	0.1303	0	0.246305419	2.20E-06	16	55	406	0	1	0	0	4.486426151	3.6	75.3	0.99745879
At_F0270	AT2G26860	3	2	45	3	2	3	0	0	3	0	0	0.435	0.1973	0	0.492610837	4.00E-11	2	43	406	0	0	1	1	11.60468906	10.7	985.5	1.000782294
At_F0377	AT5G27750	3	4	16	3	2	12	0	0	4	3	5	0.5639	0.1957	0	0.434782609	6.60E-10	4	49	460	0	0	1	1	8.858286825	7.6	119.3	1.008152142
At_F0601	AT5G44490	4	0	1	0	3	24	0	0	10	7	7	0.7804	0.3409	1	0.414937759	7.90E-07	16	58	482	0	0	1	1	4.456771975	3.4	141	1.008332604
At_F0064	AT3G23880	3	7	61	2	0	11	4	0	1	0	6	0.3766	0.6535	0	0.547945205	3.40E-09	9	47	365	0	1	0	0	13.99539565	10.2	183.4	1.010567854
At_F0146	AT4G19865	3	1	6	0	0	5	2	0	0	0	3	0.4733	0.0774	0	0.76142132	3.60E-07	28	72	394	2	0	0	0	5.906981264	5	244.5	1.011497205
At_F0467	AT3G59940	1	12	200	7	0	7	1	0	6	0	0	0.2116	0.6545	0	0.715990453	1.90E-05	14	59	419	3	0	0	0	55.95294	46.95	4271.9	1.014703699
At_F0468	AT3G61060	3	22	153	8	2	9	3	0	3	0	3	0.1575	0.5912	0	0.342465753	4.80E-05	24	67	292	0	0	0	0	34.90319414	25.6	557.5	1.016155556
At_F0306	AT3G56470	3	2	3	0	1	13	2	0	4	0	7	0.4812	0.5035	0	0	8.30E-07	28	68	368	0	0	0	0	4.686092286	4	412.8	1.020689731
At_F0116	AT2G44700	3	3	35	1	0	21	3	0	8	0	10	0.5286	0.5719	0	0.27100271	8.40E-08	25	73	369	1	0	0	0	3.186839745	2.7	210.8	1.023948811
At_F0492	AT1G27420	3	1	0	0	2	0	0	0	0	0	0	0.4126	0.5755	0	0.864553314	1.20E-07	9	50	347	3	0	0	0	6.828876819	5.7	260.1	1.027891812
At_F0328	AT4G14096	3	1	9	2	2	10	2	0	0	2	6	0.5598	0.1981	0	0.426439232	5.10E-11	6	51	469	0	0	2	0	8.759906319	8.4	643	1.034709988
At_F0395	AT2G42730	3	1	7	1	2	5	0	0	3	1	1	0.4482	0.6559	0	0.436681223	5.50E-06	7	40	458	0	0	1	0	4.158117401	3.3	159.7	1.067842252
At_F0704	AT1G56610	4	0	23	1	2	5	3	0	1	1	0	0.348	0.4732	0	0.186567164	0.24	75	101	536	0	0	1	0	10.08378513	9.7	1234.5	1.070336629
At_F0002	AT3G17280	3	1	1	0	0	12	5	0	3	0	4	0.7442	0.2625	1	0.258397933	9.40E-12	2	46	387	0	1	0	0	2.889151884	2.1	90.7	1.070601062
At_F0172	AT1G11270	3	3	13	2	0	8	1	0	5	0	2	0.5437	0.2474	0	0.958466454	6.40E-07	34	70	313	1	1	0	0	6.374033287	5.7	510.8	1.075331248
At_F0359	AT1G49990	4	0	52	1	0	14	0	0	7	0	7	0.6916	0.1935	0	0.232018561	6.20E-09	13	48	431	0	0	0	0	4.632280247	3.8	383	1.076488285
At_F0498	AT3G60040	3	2	5	1	8	26	1	4	11	0	10	0.4463	0.3293	0	0.595238095	5.90E-08	232	279	840	0	0	1	0	3.591862667	3.2	115.2	1.088834049
At_F0516	AT1G77000	1	15	46	7	3	3	0	0	1	1	1	0.1551	0.4181	0	0.831024931	2.80E-05	28	62	361	0	0	3	0	18.14849512	14.8	934.8	1.092706017
At_F0666	AT5G51380	3	1	7	3	1	13	5	0	4	2	2	0.2675	0.2676	0	0.208333333	0.0027	69	97	480	0	0	1	0	7.771855691	6.2	329.4	1.099936053
At_F0681	AT2G27310	3	2	17	1	0	4	1	0	2	0	1	0.2716	0.7114	0	0	0.25	10	57	338	0	0	0	0	28.97967411	20.45	597.7	1.100334376
At_F0346	AT3G51530	3	3	25	3	3	8	3	1	2	0	2	0.5646	0.2739	0	0.438596491	4.00E-11	28	68	456	0	0	1	1	10.95077237	10.3	1044.4	1.100796865
At_F0709	AT4G35930	3	2	6	3	3	9	0	0	8	0	1	0.1882	0.7084	0	0	0.054	155	193	323	0	0	0	0	11.75483357	10.7	1137.2	1.114710863
At_F0264	AT3G52030	3	7	9	0	8	30	8	0	7	1	14	0.2775	0.5061	0	0.659340659	6.30E-08	21	68	455	0	0	0	0	23.21173012	25.1	3274.8	1.121007373
At_F0615	AT1G10780	3	3	4	3	2	7	0	0	7	0	0	0.1899	0.5202	0	0.235294118	8.50E-08	8	42	425	0	0	0	0	8.368591788	6.2	183.4	1.123791839
At_F0091	AT3G23260	3	2	1	4	0	15	0	0	10	0	5	0.5835	0.3537	0	0.275482094	8.70E-11	2	47	363	0	1	0	0	3.884138928	3.2	373.7	1.129223402
At_F0039	AT3G07870	2	3	32	3	0	7	2	0	4	0	1	0.2828	0.5383	0	0.23923445	6.10E-11	26	63	418	0	1	0	0	20.76531294	19.5	2829.9	1.158871297
At_F0114	AT5G56370	3	2	4	3	2	2	0	0	2	0	0	0.5638	0.4332	0	0.473933649	7.50E-13	2	43	422	0	0	1	1	4.079355192	3	145.3	1.163728115
At_F0223	AT3G58980	3	1	5	2	3	24	0	2	9	1	12	0.6057	0.3908	0	0.504201681	6.30E-07	3	38	595	0	0	2	1	3.692834363	2.9	82.5	1.183999347
At_F0585	AT1G68050	1	57	32	4	1	7	2	0	0	0	5	0.1059	0.5602	0	0.967741935	6.80E-06	211	253	620	5	0	0	0	20.28555412	11	314.2	1.191868576
At_F0134	AT2G18780	3	1	37	2	0	8	2	0	4	0	2	0.4163	0.3313	0	0.269541779	2.20E-07	5	52	371	0	1	0	0	4.439655172	3.1	214.3	1.221631136
At_F0159	AT1G53790	3	1	9	0	3	14	2	0	0	0	12	0.5025	0.4384	0	0.432900433	8.10E-09	82	122	462	0	1	0	0	5.64300877	3.6	165.2	1.22905081
At_F0613	AT1G80570	3	3	15	5	1	7	2	2	2	0	1	0.129	0.701	0	0.623700624	2.90E-05	12	57	481	0	0	2	0	8.495739486	5.8	752.2	1.249703803
At_F0269	AT1G80110	1	9	9	3	2	11	2	2	4	1	2	0.3778	0.4535	0	0.387596899	9.20E-08	2	45	258	0	0	0	0	9.520510265	6.8	716.3	1.267773893
At_F0656	AT1G15670	1	7	127	7	0	19	0	0	7	0	12	0.2735	0.3966	0	0.833333333	0.016	4	46	360	3	0	0	0	35.34014351	27	2911.2	1.281520036
At_F0183	AT5G49000	3	4	10	2	0	19	0	0	10	0	9	0.1783	0.1372	0	0.536193029	1.60E-06	23	65	373	2	0	0	0	8.771975284	7.9	869.6	1.285275534
At_F0482	AT1G67480	3	4	31	2	1	3	0	0	2	0	1	0.1516	0.8692	0	0.795755968	3.60E-05	39	84	377	3	0	0	0	53.56836257	53.5	9110.5	1.322248061
At_F0479	AT5G38565	3	1	2	0	4	30	4	1	15	1	9	0.718	0.3631	0	0.285714286	4.50E-10	3	44	350	0	0	0	1	2.261889575	1.4	94.2	1.334057984
At_F0297	AT5G48170	1	11	3	2	0	4	1	0	0	0	3	0.3997	0.4802	0	0	1.80E-10	33	73	158	0	0	0	0	3.575493323	2.5	150	1.34306614
At_F0179	AT5G56810	3	1	3	0	2	16	2	0	11	0	3	0.6595	0.3024	0	0.688073394	9.40E-07	16	54	436	0	0	1	1	1.870799282	1.2	48.4	1.346417789
At_F0370	AT5G44980	3	2	4	2	2	15	1	0	7	1	6	0.7485	0.296	1	0.458715596	1.90E-09	4	46	436	0	0	1	1	2.042630058	1.2	82.8	1.378296449
At_F0236	AT1G78750	3	1	2	0	2	23	2	0	14	0	7	0.5636	0.1209	0	0.435729847	2.00E-07	19	56	459	0	0	1	1	1.563239984	0.9	24	1.387897209
At_F0667	AT2G36090	3	2	18	0	0	11	3	0	2	0	6	0.3335	0.5652	0	0.943396226	5.20E-05	14	63	318	0	0	0	0	11.78917182	6.4	334.3	1.442140238
At_F0686	AT3G27290	3	2	6	3	1	10	4	0	4	0	2	0.3469	0.8964	0	0.261096606	0.17	128	169	383	0	0	1	0	2.453293801	1.9	136.9	1.449419808
At_F0441	AT4G14905	4	0	11	4	0	5	0	0	4	0	1	0.7693	0.1916	1	0.536193029	1.70E-07	28	71	373	2	0	0	0	14.80646303	14.2	1939.3	1.463721971
At_F0583	AT1G78100	2	5	105	5	0	62	5	0	50	0	7	0.2584	0.4329	0	0	4.80E-08	2	48	335	0	0	0	0	39.17505481	34.1	3160.3	1.491179218
At_F0562	AT4G12382	4	0	30	2	0	2	0	1	0	1	0	0.2558	0.6182	0	0	1.50E-06	7	44	139	0	0	0	0	1.94872932	1.3	126.4	1.492994232
At_F0619	AT4G30640	3	2	9	0	1	5	3	0	0	0	2	0.3139	0.5248	0	0.993377483	0.0018	26	59	302	0	0	2	0	2.87403827	1.3	88.9	1.562791596
At_F0526	AT4G22280	3	2	9	3	2	3	1	0	1	0	1	0.7539	0.1633	1	0.721153846	1.50E-09	2	48	416	0	0	1	0	4.21336456	3	720.3	1.603911735
At_F0207	AT4G33160	3	4	10	4	0	5	0	0	3	0	2	0.2963	0.0894	0	0	4.30E-08	126	167	519	0	0	0	0	7.654748854	5.9	1434.1	1.606691009
At_F0361	AT2G43440	3	2	21	2	1	12	1	0	3	0	8	0.1646	0.0846	0	0.248756219	7.70E-08	15	53	402	0	1	0	0	1.693661551	0.8	84.3	1.649963829
At_F0227	AT4G39580	3	1	3	0	0	5	0	0	2	0	3	0.4085	0.3383	0	0.531914894	3.20E-08	18	67	376	2	0	0	0	5.812452661	3.2	705.4	1.679269927
At_F0352	AT3G59250	3	1	3	0	3	4	0	0	2	1	1	0.8244	0.2848	1	0.234741784	5.30E-11	6	53	426	0	0	1	0	2.460853099	0.4	116.3	1.706849124
At_F0499	AT5G03020	4	0	10	2	0	10	0	0	4	0	6	0.5546	0.1363	0	0.574712644	7.60E-06	13	56	348	2	0	0	0	1.963489137	1.3	150.1	1.744325173
At_F0048	AT2G07140	3	2	17	0	2	18	1	0	13	4	0	1.0622	0.0693	1	0.225733634	2.60E-11	1	46	443	0	1	0	0	1.401285629	0.7	46.4	1.746728594
At_F0568	AT3G55900	4	0	0	2	0	3	3	0	0	0	0	0.4238	1.5228	0	0.925925926	4.70E-07	9	55	108	0	0	0	0	2.997089894	1.3	139.2	1.760142496
At_F0632	AT2G17036	3	2	34	2	1	2	0	0	0	0	2	0.5577	0.236	0	0.24691358	5.30E-08	3	48	405	0	0	0	0	5.195634842	3.6	913.6	1.772304691
At_F0013	AT2G17830	3	2	33	4	0	9	1	0	4	0	4	0.849	0.0944	1	0.253164557	7.60E-10	4	48	395	0	1	0	0	5.449950169	4.4	759.8	1.856238975
At_F0218	AT4G14103	3	1	3	1	2	14	0	0	4	1	9	0.5437	0.2085	0	0.45045045	9.00E-07	10	43	444	0	0	2	0	3.329225633	1.8	390.1	1.857285748
At_F0547	AT3G62430	3	1	1	0	2	12	1	0	4	3	4	0.6849	0.2387	0	0.456621005	5.40E-05	2	39	438	0	0	1	1	1.139724935	0.6	72.7	1.863533539
At_F0178	AT3G44120	4	0	11	2	0	9	2	0	5	0	2	1.5132	0.0325	1	0.25974026	9.00E-09	1	43	385	0	1	0	0	1.692864262	0.8	90.1	1.87926223
At_F0209	AT1G09650	3	4	4	0	0	18	0	0	13	0	5	0.4235	0.2597	0	0.522193211	6.30E-07	12	47	383	1	1	0	0	1.295375723	0.7	152.1	1.897890111
At_F0680	AT4G22390	3	3	15	0	1	16	0	0	7	0	9	0.3934	0.0616	0	0.248138958	7.40E-06	3	46	403	0	1	0	0	3.0162647	1.1	91.6	1.906033989
At_F0402	AT2G24540	3	5	31	3	0	9	0	0	3	2	4	0.3219	0.4	0	0.536193029	1.50E-06	25	69	373	2	0	0	0	8.0539117	2.3	800.4	1.915455515
At_F0515	AT3G44326	2	1	41	3	0	6	0	0	3	0	3	0.3129	0.7362	0	0	8.80E-06	27	67	364	0	0	0	0	5.169558501	0.7	135	1.984618246
At_F0161	AT2G02240	3	2	7	0	2	16	0	1	9	0	6	0.3902	0.2706	0	0.31152648	6.30E-10	58	106	321	0	0	0	0	1.444688061	0.7	126.3	1.992526606
At_F0679	AT3G27150	2	4	9	0	0	14	2	0	4	0	8	0.2429	0.7894	0	0.709219858	0.17	77	112	423	2	0	0	0	5.662985848	1	352.2	1.998868745
At_F0578	AT1G22220	2	4	9	3	0	6	1	0	3	0	2	0.2712	0.3535	0	0	6.30E-07	2	50	315	0	0	0	0	5.698221048	2.1	696.2	2.045464011
At_F0372	AT1G52650	3	1	2	3	2	8	0	0	8	0	0	0.548	0.2366	0	0.429184549	3.80E-10	2	44	466	0	0	1	1	1.090467411	0.5	40	2.054123873
At_F0689	AT1G74875	4	0	1	0	1	19	0	12	0	0	7	0.5793	0.4508	0	0	0.019	32	60	244	0	0	0	0	0.931612517	0.5	64.9	2.073317106
At_F0311	AT3G59200	3	1	6	2	2	2	0	0	2	0	0	0.3968	0.3839	0	0.19193858	4.80E-12	5	54	521	0	0	1	0	2.397134742	1.2	340.5	2.121713305
At_F0336	AT5G60610	3	1	5	1	2	8	0	0	7	0	1	0.6627	0.3149	0	0.514138817	7.80E-12	2	47	389	0	0	1	1	2.630212278	1	190.8	2.125802578
At_F0009	AT3G16210	3	1	0	0	0	18	0	0	9	0	9	0.6755	0.4519	0	0.27700831	7.50E-10	5	41	361	0	1	0	0	1.065885988	0.1	62.3	2.145234299
At_F0169	AT4G05497	4	0	0	0	1	10	2	0	2	0	6	0.6409	0.2291	0	0.809716599	2.60E-10	18	66	247	0	0	1	0	0.505875025	0	27.9	2.22636972
At_F0079	AT1G77880	3	2	1	0	0	2	0	0	0	0	2	0.5914	0.2657	1	0.763358779	4.60E-07	22	62	131	0	0	0	0	3.289555511	1.4	315.1	2.28411323
At_F0642	AT4G10695	4	0	12	0	0	5	0	0	4	0	1	0.6086	0.3291	0	0	5.80E-05	2	29	235	0	0	0	0	0.662268288	0.1	55.8	2.294086016
At_F0674	AT1G61340	1	13	9	2	2	6	0	0	3	3	0	0.4367	0.4249	0	0.537634409	0.05	79	114	186	0	0	0	0	24.32000199	11.5	4587	2.309456043
At_F0284	AT1G48400	3	1	1	1	2	7	0	0	3	0	4	0.5517	0.4489	0	0.972762646	6.80E-12	9	54	514	0	0	1	0	0.53512059	0	91	2.374420029
At_F0417	AT3G59190	3	2	0	3	1	10	0	0	6	0	4	0.4039	0.2385	0	0.192307692	7.90E-06	13	48	520	0	0	1	0	0.89410006	0.2	50.9	2.422255926
At_F0420	AT5G66830	3	3	0	0	0	12	6	0	5	0	1	0.5245	0.5066	0	0.506329114	8.20E-07	19	59	395	0	0	0	0	1.397069962	0.5	127.8	2.436040653
At_F0397	AT4G12560	1	17	32	0	1	12	1	0	1	0	10	0.1947	0.4152	0	0.241545894	9.40E-05	4	40	414	0	1	0	0	40.67338549	40.8	13961.2	2.454778443
At_F0195	AT3G13680	3	2	2	0	0	10	0	0	3	0	7	0.5486	0.1967	0	0.252525253	5.60E-09	2	40	396	0	1	0	0	0.663882798	0.2	74.5	2.523028648
At_F0018	AT3G20710	3	3	0	0	0	7	1	0	5	0	1	0.7894	0.1245	1	0.550964187	8.90E-11	2	44	363	0	1	0	0	0.970041858	0	47.4	2.602945692
At_F0552	AT3G14710	4	0	1	3	2	7	0	0	4	1	2	0.548	0.5423	0	0.225733634	2.00E-08	25	70	443	0	0	0	1	0.748704405	0	119.9	2.634262063
At_F0428	AT4G11590	3	3	2	0	0	2	0	0	0	0	2	0.7979	0.2476	1	0.251256281	3.80E-05	26	66	398	0	1	0	0	1.556647399	0.5	96.8	2.637307908
At_F0699	AT1G09155	3	3	10	1	2	4	2	0	2	0	0	0.1776	0.4403	0	0.344827586	0.018	3	44	290	0	0	0	0	2.73741778	0.5	180.2	2.661041612
At_F0439	AT1G64540	3	1	0	0	2	7	0	0	2	0	5	0.4701	0.3991	0	0.224719101	8.20E-09	7	41	445	0	0	1	0	0.728722344	0	48.8	2.672052735
At_F0241	AT3G08810	3	3	1	0	0	14	2	0	9	0	3	0.6975	0.2358	0	0.290697674	2.00E-08	22	68	344	1	0	0	0	0.639092087	0.2	44.1	2.727359127
At_F0253	AT3G47030	3	3	3	2	0	11	2	0	8	0	1	0.7411	0.2526	1	0.240963855	9.30E-12	33	76	415	0	1	0	0	1.350702611	0.5	84.6	2.79945641
At_F0074	AT3G49980	3	2	0	0	0	6	1	0	3	0	2	0.6474	0.1853	0	0.260416667	5.20E-12	5	47	384	0	1	0	0	0.362916085	0	48.1	2.824176252
At_F0651	AT1G56240	3	2	8	3	2	12	0	3	3	0	6	0.146	0.1963	0	0.350877193	0.016	4	46	285	0	0	0	0	6.244957146	0.9	379.5	2.836880362
At_F0638	AT5G24040	3	1	0	0	2	4	1	0	1	0	2	0.3753	0.3667	0	0.267379679	4.00E-06	4	39	374	0	0	0	0	0.952292206	0	104.9	2.896665851
At_F0368	AT1G48060	3	1	1	1	0	5	0	0	5	0	0	0.6797	0.1927	0	0.406504065	8.30E-06	24	62	246	0	1	0	0	0.648554913	0.4	185.4	2.921203949
At_F0523	AT4G05010	3	2	5	0	2	10	0	1	4	1	4	0.2562	0.9119	0	0	0.00043	60	98	165	0	0	0	0	15.70032888	11.2	4548.9	2.948911882
At_F0072	AT3G49510	3	2	4	1	0	12	0	0	7	0	5	0.6867	0.1335	1	0.257069409	6.30E-10	3	44	389	0	1	0	0	2.61831772	2.2	760.8	2.977638827
At_F0648	AT2G02300	3	3	16	2	2	7	0	1	3	0	3	0.9042	0.11	1	0.350877193	7.40E-08	32	80	285	0	0	0	0	0.636052422	0	50.5	3.09427157
At_F0104	AT4G22170	3	2	0	0	0	34	0	0	4	0	30	0.5973	0.2562	0	0.549450549	8.00E-12	8	49	364	0	0	0	0	0.23067072	0	32	3.153989895
At_F0696	AT3G26930	3	1	2	2	2	8	0	0	2	0	6	0.8525	0.1786	1	0.659340659	4.40E-13	20	66	455	0	0	1	1	0.237273271	0	43	3.175720992
At_F0340	AT3G60710	3	2	0	0	3	21	1	0	18	0	2	0.5453	0.4538	0	0.31152648	5.20E-07	4	42	321	0	0	0	1	0.68283835	0	64.9	3.183221215
At_F0608	AT4G00893	4	0	50	3	1	25	0	5	11	0	9	0.5519	0.4066	0	0.257069409	2.70E-06	42	81	389	0	0	0	0	0.577441698	0	63	3.206532838
At_F0224	AT2G42720	3	2	19	2	2	10	4	0	4	0	2	0.4659	0.6192	0	0.225225225	9.00E-08	3	37	444	0	0	1	0	1.458296791	0.4	409	3.221938172
At_F0139	AT4G33290	3	2	3	0	0	12	0	0	2	0	10	0.6772	0.2367	0	0.232018561	1.70E-09	2	44	431	0	1	0	0	0.40084712	0	57.7	3.371897585
At_F0258	AT1G19160	3	1	0	0	0	0	0	0	0	0	0	1.1856	0.1235	1	0.284900285	2.70E-10	2	42	351	0	1	0	0	0.635240183	0.3	101.6	3.418395684
At_F0574	AT5G60060	3	3	0	0	0	12	3	0	4	0	5	0.4637	0.6663	0	0.533333333	7.30E-05	10	47	375	0	0	0	0	0.731034483	0.1	61.7	3.426144002
At_F0646	AT1G56250	1	8	3	3	2	2	0	0	0	1	1	0.1746	0.0811	0	0.35335689	0.023	4	46	283	0	0	0	0	4.044568467	0.4	312.8	3.434719872
At_F0070	AT5G48980	3	2	2	2	0	12	0	0	8	0	4	0.5818	0.1595	0	0.75	9.80E-09	34	75	400	2	0	0	0	0.724182779	0.3	102.9	3.443331345
At_F0217	AT2G02310	3	7	2	0	2	17	0	2	7	2	6	0.4826	0.4247	0	0.324675325	8.60E-08	44	88	308	0	0	0	0	1.191464022	0	82.8	3.54031181
At_F0518	AT1G26510	3	1	0	0	0	17	0	0	15	0	2	0.478	0.2761	0	0.251256281	6.50E-06	25	68	398	0	1	0	0	0.328542954	0.1	118.8	3.609858148
At_F0408	AT2G14290	3	1	27	2	0	4	0	0	0	0	4	0.6721	0.1844	1	0.282485876	2.50E-07	8	40	354	0	0	0	0	2.10210285	0.3	165.8	3.620572211
At_F0008	AT3G22700	3	3	0	1	0	20	2	0	13	0	5	0.9441	0.0444	1	0.294117647	7.90E-14	2	47	340	0	1	0	0	0.318113414	0	42.9	3.629127273
At_F0050	AT3G56780	3	1	1	0	3	26	0	0	12	6	8	0.7005	0.433	1	0.621118012	2.10E-11	6	49	483	0	0	2	1	0.43547937	0	76.8	3.840921514
At_F0192	AT4G38870	3	2	0	0	0	14	1	0	11	0	2	0.5359	0.421	0	0.234192037	2.30E-07	53	92	427	0	1	0	0	0.510464421	0.1	139.9	3.84409137
At_F0386	AT1G32375	4	0	0	0	2	12	0	0	8	0	4	0.4562	0.3874	0	0.472813239	3.30E-06	3	38	423	0	0	1	1	0.420295994	0	92.9	3.885532578
At_F0096	AT5G44220	3	1	0	0	0	3	1	0	1	0	1	0.5935	0.2074	0	0	4.80E-08	61	102	296	0	0	0	0	0.920011959	0	110.9	3.895121543
At_F0566	AT5G48550	3	2	1	1	1	11	1	1	2	3	4	0.5384	1.3654	0	0.23364486	3.80E-06	2	36	428	0	1	0	0	0.346227825	0	68.5	3.912575991
At_F0231	AT3G50710	3	1	0	0	2	1	0	0	1	0	0	0.4717	0.5013	0	0.700934579	5.50E-08	3	39	428	0	0	1	1	0.331084313	0	45.2	4.024706678
At_F0122	AT1G69630	3	2	1	2	2	18	0	0	13	0	5	0.3719	0.3043	0	0.442477876	8.70E-13	18	60	452	0	0	1	1	0.489166833	0	39.7	4.047631859
At_F0543	AT3G22940	3	1	0	0	0	5	0	0	0	0	5	0.5673	0.1432	0	0.242130751	5.20E-06	3	36	413	0	1	0	0	0.416498904	0	46.8	4.169558696
At_F0314	AT3G61340	3	4	2	0	0	33	4	0	9	0	20	0.551	0.4177	0	0.688073394	2.30E-09	47	89	436	0	1	0	0	0.603537971	0.1	89.3	4.177269046
At_F0413	AT3G59230	3	1	0	0	2	6	1	0	1	0	4	0.4596	0.4489	0	0.203252033	2.40E-05	14	46	492	0	0	1	0	0.13500598	0	31.4	4.382383044
At_F0535	AT3G18720	3	1	3	3	1	5	0	0	4	0	1	0.6196	0.3462	0	0.262467192	3.30E-08	51	88	381	0	0	0	0	0.281896552	0	30.5	4.474445039
At_F0411	AT1G23770	3	2	0	0	0	9	1	0	1	0	7	0.49	0.2522	0	0.284900285	3.50E-05	205	254	351	0	0	0	0	0.383874826	0	108.8	4.503122101
